,text,truthVals
2373,"Cuyahoga County ""passed a program to guarantee a college savings account for every single child who enters kindergarten in this county -- the first county in the United States to do so.""",1.0
2374,"McCain's ""plan for the economy is to extend George Bush's tax cuts for billionaires and give a $100-billion additional corporate tax cut.""",0.6
2375,"Says State Comptroller Matthew Boxer ""pointed out that many towns are artificially lowering the real estate values that they report to Trenton"" in order to ""get hundreds of millions of dollars of additional school aid. This is the kind of fraud that needs to be addressed immediately.""",0.4
2376,"Says the Defense Department shrink-wrapped $10.8 billion in American money, loaded it on 175 pallets and put it on a transport plane to Iraq where they passed out $100 bills and no one has any receipts.",0.4
2377,"""Congressman McCollum voted to dismantle Social Security.""",0.0
2378,"""I have sent over $400 million to the border of Mexico in the form of Texas Ranger recon teams.""",0.4
2379,"McCain ""voted against a bill to ban waterboarding, and then applauded President Bush for vetoing that ban.""",0.6
2380,"With Obamacare, ""we're fixing to get hit with the biggest entitlement program the American taxpayers have ever seen.""",0.4
2381,"""A Democratic poll operation shows that Fox News is the most trusted news operation in the country.""",1.0
2382,"Pinnacle Overlook in Southwest Virginia is ""closer to eight other state capitals than to Richmond.""",0.8
2383,"""Risk analysts listed Donald Trump, a Donald Trump presidency, as one of the top threats facing the global economy, ahead of terrorism.""",1.0
2384,"""We have the lowest beer tax in the nation.""",0.2
2385,"Multnomah County has faced ""11 straight years"" of cuts",0.6
2386,"""The John McCain Twitter account has more than 1.1 million followers. The official White House Twitter account has only about 830,000.""",0.8
2387,"Ohio's judges, ""compared to other similar states, are being woefully underpaid.""",0.8
2388,"""I have now put out all of my emails.""",0.6
2389,"Says U.S. Rep. Debbie Wasserman Schultz ""voted to cut off Florida’s veterans and their benefits.""",0.2
2390,"""In Malaysia … many of the workers are indentured servants because their passports are taken away when they come into this country and are working in slave-like conditions.""",1.0
2391,Says Gov. Rick Scott allowed Republican legislators to cut his teacher pay raise proposal by 60 percent.,0.2
2392,"Under current U.S. immigration policy, ""literally one person with a green card"" can, in the extreme, bring in more than 270 of his relatives.",0.2
2393,"""At the beginning of World War II, we had a relatively small army, smaller than Portugal’s.""",1.0
2394,"""Barbara Buono by the numbers: As a Trenton politician, she voted to raise taxes 154 times. Under her, property taxes up 70 percent. Backed a 16 percent sales tax increase. Utilities, nursing homes, cell phones, parking lots, lottery wins, gyms – She taxed them all. Architect of Corzine’s budget, she drove New Jersey $2 billion into debt. Barbara Buono by the numbers: taking New Jersey backwards.""",0.8
2395,"The town of Cumberland has ""its highest bond rating in history.""",0.8
2396,"""More than 50 percent of those people getting minimum wage in this state are high school students.""",0.4
2397,"""There's not a single, solitary example that"" signing the bill to end Glass-Steagall ""had anything to do with the financial crash.""",0.8
2398,"Says Gary Farmer’s claim that he ""received an 'A' from the NRA"" is ""an absolute lie.""",1.0
2399,"""200 consumer laws were destroyed"" in 2011 when Gov. Scott Walker signed Act 92.",0.2
2400,"""When I was Mayor of South Pasadena, we actually reduced the property taxes we collected.""",0.4
2401,Goodwill Industries International pays workers with disabilities wages as low as pennies per  hour.,0.6
2402,"""In the period from 2007 to 2011, the Office of Health Insurance Commissioner reported an 18 percent decline in the state’s total medical spending.""",0.6
2403,"""Sen. McConnell says it's not his job to bring jobs to Kentucky.""",0.6
2404,"When Carly Fiorina says Hewlett-Packard ""revenues went up, that's because she bought Compaq. It was a terrible deal.""",0.8
2405,"It is ""the Department of Homeland Security's view that returning military veterans and gun owners are likely to commit terrorist acts.""",0.4
2406,"Says an amendment specifying when military members may use deadly force ""does nothing to change existing rules of engagement for American service members.""",1.0
2407,"Says Charlie ""Crist made it easier for Duke to take your money.""",0.2
2408,"""61 percent of non-tea party Republicans actually agree...there is 'solid evidence the earth is warming,' ...[but] 70 percent of tea partiers, contrarily, say there is 'no solid evidence' the earth is warming.""",0.8
2409,"""Kay Bailey Hutchison was elected state treasurer,  succeeding Ann Richards. Democrats then abolished the position ...  Hutchison later became a U.S. senator.""",0.2
2410,"DeKalb County has cut more money from its general fund budget ""than any local government in the Atlanta metro region.""",1.0
2411,Says the Obama administration catches and releases nonviolent illegal immigrants.,0.6
2412,"Says former President Barack Obama’s Supreme Court nominations ""required 60 votes.""",0.6
2413,"""Youth unemployment in minority communities is about 40 to 45 percent.""",0.8
2414,"Boston Marathon bombing suspect Tamerlan Tsarnaev is buried ""not far"" from President Kennedy’s grave.",0.0
2415,"""Existing law right now requires 700 miles of double-layered border fencing"" on the Mexico border.",0.2
2416,"""Jesus was an undocumented immigrant.""",0.2
2417,"Says ""my advocacy questioning contracting out in Parks … delayed and altered the renewal of the Brooks contract, and reduced the number of contracted employees in Parks from over 100 to fewer than 40.""",0.4
2418,"""In the last five years only one out of 60 -- one out of 60 -- appropriations bills has been passed on time before the end of the fiscal year.""",0.8
2419,"""All non-US citizens, illegal or not, will be provided with free health care services.""",0.0
2420,"The U.S. Army had a training program that put ""evangelical Christians, Catholics and Mormons in the same category of religious extremism as we do al-Qaida.""",0.4
2421,"""We’re losing almost 6,000 state jobs.""",1.0
2422,"""If you're born poor, you're more likely to stay poor than any time in American history.""",0.6
2423,"""The total number of dollars that passes through the Department of Development is like $900 million and like $650 (million) of it has nothing to do with development, which is breathtaking when you think about it.""",0.6
2424,"""Since I took office in January 2011, we have created 11,100 Rhode Island-based jobs.""",0.6
2425,"""Because there's no local option to allow communities to ban, limit or restrict the location of pot shops, if Amendment 2 passes you can expect the seedy elements of the pot industry to move in right next door to your neighborhood, your church, your business and even your child's school.""",0.4
2426,"""Many of the top officials at the Port Authority earn more money than the governors of the states that have jurisdiction over them.""",1.0
2427,"Says ""he fought Obama at the Supreme Court — and won.""",0.8
2428,"Says he ""is the reason we do not pay a toll every time we pass over the bridge at MoPac and William Cannon.""",0.4
2429,"There is not ""one of the Muslim nations"" that doesn't have ""discrimination against women, discrimination against gays, subjugation of other religious beliefs.""",0.4
2430,"Says a gun bill before the Senate ""is proposing the universal registration of all firearms and their owners.""",0.2
2431,"In Massachusetts, ""half of the primary care doctors are not accepting new patients.""",1.0
2432,"""A majority of Americans agree with"" a ban on assault weapons. ""And by the way, so did Ronald Reagan.""",1.0
2433,"""Obamacare could cause 20 million people to lose their current coverage.""",0.4
2434,"Says ""there are homes for sale on and around (Oswego Lake) right now for under $150,000 that anyone is welcome to buy.""",0.6
2435,"""The Senate immigration bill is … filled with things like rewards for au pair agencies, Alaskan seafood processors and Vegas casinos.""",1.0
2436,"Says his Patient OPTION Act is the only Republican plan ""that completely repeals Obamacare and it takes the federal bureaucrat out of decisions for you.""",0.4
2437,"Says Vladimir Putin once said, ""The breakup of the Soviet Union was the greatest geopolitical tragedy of the 20th century.""",0.8
2438,"""Sen. Obama has been to Iraq once.""",1.0
2439,"Says Marco Rubio ""was for immigration reform and a pathway to citizenship before he was against it.""",0.4
2440,Says the foreman of the jury that convicted him was a Greenpeace activist.,0.8
2441,"Says a recent study shows Florida students are second in the world in fourth grade reading, behind Singapore.",0.8
2442,"Hillsborough's Public Transportation Commission has ""a rule that says cabbies have to wear socks. I mean, please. Come on.""",1.0
2443,Says Ovide Lamontagne wants to eliminate kindergarten.,0.4
2444,"""Big Oil gave Scott Brown $454,260.""",0.6
2445,"TriMet is ""spending 4.2 million in fed funds to save $168K per year.""",0.8
2446,"""I haven't missed a vote since 1993.""",1.0
2447,"""What do Rutgers University, Kean University, Montclair State University, New Jersey City University, Stockton College, Rowan University and William Paterson all have in common? They all graduate less than 50 percent of their students within four years.""",1.0
2448,"Since 2000, ""the Texas clean air program achieved a 22 percent reduction in ozone and a 46 percent decrease in NOx emissions.""",0.6
2449,"Says Senate Minority Leader Mitch McConnell has ""blocked the Senate over 400 times.""",0.6
2450,"""If Rhode Island does a hybrid [retirement] plan we’ll be the first state in the nation to do this.’’",0.2
2451,"The administration has issued rules for ""$1 abortions in ObamaCare"" and ""requires all persons enrolled in insurance plans that include elective abortion coverage to pay"" an abortion premium.",0.2
2452,"""Only nine"" coalition nations with the U.S. ""are truly actively involved"" in fighting the Islamic State.",0.8
2453,"A company hired to do Common Core testing in Florida will ""attract every one of your children to become as homosexual as they possibly can.""",0.0
2454,Says first eight chosen to draw Austin City Council districts are seven Democratic primary voters and one Republican primary voter.,1.0
2455,"""The facts show that approximately 40 persons on death row have had all of their appellate review completed and await only the governor's signature on a death warrant to end the case.""",1.0
2456,"""Why would our president close the embassy to the Vatican? Hopefully, it is not retribution for Catholic organizations opposing Obamacare.""",0.0
2457,"""The top 1 percent (of income earners) paid 36.7 percent (of the taxes).  ... The top 50 percent pay 97.7 percent.""",1.0
2458,Says he represents or has represented about half the San Antonio-rooted district in which he seeks election.,0.8
2459,Says Williamson County District Attorney John Bradley reduces 36 percent of felonies to misdemeanors and hands them off to her.,0.4
2460,"According to David Cay Johnston, ""the average American pays about 22 percent of their income to federal taxes. The richest 400 Americans … pay about 16 percent of their income to federal taxes.""",0.6
2461,Says federal law enforcement officers cut off questioning of the Christmas Day underwear bomber by giving him a Miranda warning after 30 minutes of questioning.,0.6
2462,"""There’s talk in Congress now about basically confiscating your private 401(k) or IRA plan and rolling it into Social Security to strengthen Social Security.""",0.0
2463,"""We're up 123,000 jobs over the last year and three-quarters. We're actually, according to the Bureau of Labor statistics, down 500 ... auto jobs in Ohio.""",0.8
2464,Says more Republicans than Democrats voted for the Wall Street bailouts.,0.2
2465,"""80 to 85 percent of my campaign funds go to donations to various organizations throughout the City of Providence.""",0.0
2466,"""I started with a $3.7 billion budget deficit. Now we are projecting a $1.2 billion surplus.""",0.6
2467,This is the first time since World War II that five nuclear-powered aircraft carriers were docked together.,0.2
2468,"""The @nytimes states today that DJT believes ‘more countries should acquire nuclear weapons.’ How dishonest are they. I never said this!""",0.2
2469,"Says Hillary Clinton ""believes that all abortions should be legal, even on the due date of that unborn child.""",0.2
2470,"""As Houston's mayor, I helped our area lead the nation in job growth.""",0.2
2471,"The HOPE scholarship ""has helped turn our University System into one of the best in the Southeast, with two institutions ranked in the top 20 of public universities in the country.""",0.8
2472,"Said President Barack Obama ""said he was going to stop (signature strikes).""",0.4
2473,"""We have reduced funding for education the least. They've suffered the least cuts.""",0.6
2474,"Says condoms ""used to be tax-exempt here in Texas.""",1.0
2475,"Says Lee Leffingwell ""raised property taxes 20 percent in three years.""",0.6
2476,"""I'm the first person who really took up the issue of the war. Four years ago I said that there was no proof that Iraq had weapons of mass destruction, and, actually... did an analysis which disproved the cause for the war.""",0.8
2477,"""Gas prices have never been higher, and Exxon Mobil's profits have never been higher.""",0.2
2478,Says Florida's pension plan faces the same long-term funding problems as Social Security.,0.6
2479,"Says Milwaukee County Sheriff David Clarke has ""deputies collecting overtime while sitting passively in chairs watching courthouse security personnel work.""",0.8
2480,The federal government regulates the holes in Swiss cheese.,0.6
2481,"Wisconsin’s laws ""ranked the worst in the world for mining investment.""",0.4
2482,"The Export-Import Bank ""doesn’t cost taxpayers anything.""",0.6
2483,"""More than a quarter of mortgage borrowers are underwater, and 11 percent of all homes are vacant.""",0.6
2484,"""And this would be the first year, if everything holds true, we will spend over $10 billion of our state budget on Medicaid out of the $28 billion budget.""",0.8
2485,"Barack Obama supported keeping troops in Iraq, but now he wants a ""precipitous withdrawal"" regardless of ""conditions on the ground"" or ""consequences of a defeat for the United States,"" an RNC radio ad.",0.6
2486,"""David Dewhurst currently owes more than $1 million to vendors for services provided to his 2012 U.S. Senate campaign.""",0.8
2487,"California’s Capitol building is ""second only to Disneyland,"" among visitor sites in the state.",0.2
2488,"""We have a retiree that is collecting a $17,000 paycheck a month . . . tax free.""",1.0
2489,"""We're borrowing 40 cents of every dollar we spend.""",1.0
2490,"""75 percent of the Obamacare tax falls on the middle class.""",0.2
2491,"Scott Walker ""couldn’t get his own party"" to back more than a 500-student increase in Milwaukee’s school choice program, but in Indiana, ""Mitch Daniels’ voucher program is approaching 30,000 students two years after opening.""",0.6
2492,"Low-flow toilets ""can cost homeowners up to $1,000 each.""",0.6
2493,"Says allegations that he made unwanted sexual advances on a female sheriff’s deputy ""were found by two separate judges to not have merit.""",0.2
2494,"Says Sen. Bernie Sanders has called President Barack Obama ""weak. He's called him a disappointment.""",0.6
2495,"California Republican gubernatorial hopeful Meg Whitman ""contributed to, and campaigned, for"" Democratic Sen. Barbara Boxer.",0.8
2496,"We've seen ""our deficits cut by two-thirds.""",0.8
2497,"Says Milwaukee County Executive Chris Abele is a ""billionaire.""",0.2
2498,"In South Carolina, women earn 76 cents on the dollar to men’s earnings.",0.6
2499,"""I have always opposed driver's licenses for illegal aliens.""",0.8
2500,Says he has nearly 200 delegates bound to support his candidacy at the Republican National Convention.,0.4
2501,More than one-quarter of America’s young adults are too fat to serve in the U.S. military,1.0
2502,"""The most likely triggering cause of (microcephaly)"" is the ""DTaP shot, a vaccine that had been recently mandated by the Brazilian government to be injected into pregnant women.""",0.2
2503,"""Gross income tax receipts are exceeding the Administration’s projections for this fiscal year prior to Sandy.""",1.0
2504,"If voters agree in November to approve a one-cent sales tax increase, that will give ""Hillsborough County the highest sales tax of all Florida counties.""",1.0
2505,"""Barbara Boxer's worried about the weather"" instead of terrorism as the biggest threat to national security.",0.0
2506,"Says Romney wrote in the first edition of his book that his health care plan should be expanded nationwide and then, ""You took it out of your book.""",0.4
2507,"Says the CBO estimates that fully extending the Bush tax cuts would add 600,000-1.4 million jobs in 2011 and 900,000-2.7 million jobs in 2012.",0.6
2508,"""America never made up for the gutting of the intelligence services that Bill Clinton did. I think those are (former CIA director George) Tenet's words ... that Bill Clinton gutted American intelligence.""",0.6
2509,"""President Obama has the most border patrols and border security deployed at the border of any previous president.""",0.8
2510,"""All of our taxpayers are paying roughly 22% of the U.N. budget.""",1.0
2511,"""Mitt Romney is the first Massachusetts politician to run for president and not win the New Hampshire primary in a generation.""",0.8
2512,"""In 2015 roughly 10,000 political arrests occurred in Cuba. That is five times as many as occurred in 2010, when there were only about 2,000.""",0.8
2513,"""Of all the jobs President Obama claims to have created since he started, only 38.5 percent are women. So 61.5 percent have gone to men.""",0.6
2514,"""The amount of attention paid this week to Chris Christie makes the coverage of Benghazi ... pale in significance.""",0.2
2515,"Citing his efforts to secure the border, Obama said, ""Overall, the number of people trying to cross our border illegally is the lowest it has been since the 1970s.""",0.6
2516,"The Department of Energy’s ""Billion Ton Study"" has shown that wind and solar energy combined ""could at best provide only 5 percent of our total energy needs.""",0.2
2517,"The Obama administration ""has been constrained by the Oil Pollution Act of 1990, which basically gives the responsible party the lead role in trying to not only fix the problem, but contain the problem.""",0.2
2518,"""Politician Reid Ribble wants to phase out Social Security, forcing Wisconsin seniors to fend for themselves.""",0.0
2519,"Borrowing in my 2015-’17 state budget is less than half that in my  predecessor’s last budget and ""the lowest it has been in a decade.""",0.8
2520,"Says Dan Patrick ""proposed Arizona-style show-me-your-papers legislation.""",1.0
2521,"""For most black people in the history of this country … it was illegal to pass as a white person. You were actually put in jail if you tried to pass.""",0.6
2522,"It’s legal to ""sign a recall petition (against Gov. Scott Walker) even if you have already signed another recall petition,"" but only one signature counts",1.0
2523,"In Florida, ""300,000 people are going to lose their individual coverage because of Obamacare. Now those people next year, they don’t have health insurance.""",0.4
2524,"""(T)he United States government and its Constitution says that people can be put to death.""",1.0
2525,"""This past (legislative) session, we passed out of the Legislature a resolution requiring Congress to pass a balanced-budget amendment to the (U.S.) Constitution.""",0.6
2526,"""In the city of Milwaukee, we’ve still got a mayor and a police chief who are furloughing police officers at a time when we have violence all across the city.""",0.8
2527,"Under Donald Trump's tax plan, ""51 percent of single parents would see their taxes go up.""",1.0
2528,"In 2016, Dallas, Texas, has fewer ""police officer-related shootings than any large city in America.""",0.6
2529,"""We have invested record funding in protecting our environment.""",0.2
2530,"""In the last two years, we have reduced the deficit by $2.5 trillion.""",0.2
2531,"Under Wisconsin law, ""anyone who knows anything about a John Doe"" secret criminal investigation ""can't talk about it.""",0.6
2532,"""About 30 percent"" of those released from Guantanamo ""have re-entered the fight.""",0.4
2533,"""Just this week we received the news that for the first time Social  Security is now paying out more in benefits than it's taking in. That  was something that was supposed to happen in 2016.""",1.0
2534,"Florida’s proposed medical marijuana amendment ""would make Florida one of the most lenient medical-marijuana states, allowing use for limitless ‘other conditions’ specified by any physician.""",0.8
2535,"""There is a 34 percent increase in violent crime in the state of California. … And that’s just within the last year.""",0.2
2536,"Says Jeb Bush ""flip-flop-flip(ped) on immigration.""",1.0
2537,"""Texas women make an average of $8,355 less per year than men doing the very same job.""",0.4
2538,"""[Georgia] Republicans have mismanaged unemployment benefits.""",0.2
2539,"""My opponent here has accepted money from Freddie Mac, Fannie Mae (and) hosted subprime mortgage seminars.""",0.6
2540,"A proposed revenue smart cap ""gives Floridians a voice, requiring a 60 percent vote by citizens in order to impose a new tax, fee, license, fine, charge or assessment.""",0.2
2541,"""Half of all hospitalized seniors are suffering from malnutrition so severe that it either caused their illness or it prevents them from getting better.""",0.4
2542,"""In his book, (Ken) Cuccinelli questions whether Medicare and Social Security should exist.""",0.4
2543,"""When those restrictions expire (in the Iran nuclear deal), Iran will have an industrial-size military nuclear capability ready to go.""",0.2
2544,"A recent Gallup poll found that 72 percent of Americans and 56 percent of Democrats ""say the biggest threat to our nation's security is big government.""",0.6
2545,"""There’s only one candidate under investigation -- Terry McAuliffe.""",0.2
2546,"""When LBJ started #WarOnPoverty, 14% of Americans lived in poverty. 50 yrs later, 14% still do. There's a #BetterWay.""",0.4
2547,On how money from a possible lease of the Ohio Turnpike would be used,0.5
2548,"""You’re more likely to get struck by lightning in Texas"" than find in-person voter fraud.",1.0
2549,An iron ore mine in northern Wisconsin could operate for 100 years and generate billion of dollars in economic activity.,0.8
2550,"The Manchin-Toomey amendment ""would have criminalized certain private transfers of firearms between honest citizens, requiring lifelong friends, neighbors and some family members"" to get government approval.",0.4
2551,"""America is one of the highest-taxed nations in the world.""",0.4
2552,Says Obama flip-flopped on warrantless wiretapping.,1.0
2553,"""The average South Korean is 3 inches taller than the average North Korean, a huge gulag.""",1.0
2554,"""When Social Security first started, there was 16 workers for every retiree. Today there are three workers for every retiree and soon there will be only two for every retiree.""",1.0
2555,"""92 million Americans aren't working.""",0.4
2556,"""Unlike you and me, Congress gets to keep up to $11,000 a year in taxpayer subsidies"" under Obamacare.",0.6
2557,"""By the word religion in the First Amendment, the founders meant Christianity.""",0.0
2558,"Says Donald Trump ""doesn't believe in equal pay.""",0.6
2559,"Milwaukee’s problems include ""52 percent black male unemployment.""",0.2
2560,"The United States has seen ""a net loss of people with health insurance"" because of Obamacare.",0.2
2561,"After initially agreeing with Republicans on an amount for Zika funding, ""Democrats derailed it.""",0.6
2562,"""John McCain voted against establishing a national holiday in honor of Dr. Martin Luther King, Jr.""",1.0
2563,"Says Chris Christie was the ""first governor in America to endorse"" Mitt Romney.",0.2
2564,"""Today and every day, an estimated 14,000 Americans will lose their health insurance coverage.""",0.2
2565,"""The typical Wisconsin worker makes $5,000 less each year than our neighbors in Minnesota"" under Gov. Scott Walker’s policies.",0.8
2566,On running for the U.S. Senate as an independent.,0.5
2567,"""Rick Scott's even saying he wants more offshore drilling.""",1.0
2568,"""As governor of Florida I defunded Planned Parenthood.""",1.0
2569,"""Because of Obamacare, Medicare is going broke.""",0.0
2570,"American colleges amount to a ""cartel.""",0.4
2571,"Says Rep. Tom Reed, R-N.Y., ""voted to raise the Social Security retirement age on us.""",0.6
2572,Says there’s no proven instance where hydraulic fracking has polluted groundwater.,0.8
2573,"""If it weren’t for me … (illegal immigration) wouldn’t even be a big subject.""",0.2
2574,"""Twice as much (federal) money is going back to Hawaii, Virginia and Alaska than is coming home to Oregon.""",0.8
2575,"When Obama was interviewed by American reporters in Asia, ""Not one of them asked me about Asia. Not one of them asked me about the economy.""",0.2
2576,"Says the Tennessee Wildlife Resources Agency brought coyotes into the state ""to try to keep the deer population down.""",0.0
2577,"""We have a governor who's vetoed measures like increasing our minimum wage and restoring the earned income tax cut.""",0.8
2578,"""In 2009, Yost spent 2.5 times more money than it took to run the (prosecutor’s) office before he got there.""",0.8
2579,On hearings about automatic citizenship provision in U.S. Constitution.,0.5
2580,"""Nancy Pelosi wants a Windfall Tax on Retirement Income.""",0.0
2581,"""One out of every two kids who are graduating college right now can't find a job.""",0.8
2582,"""70 percent of the people who voted"" on June 5, 2012, ""just didn’t feel comfortable with the recall of the governor,"" weakening any idea that Wisconsin is ""fully behind this Walker agenda.""",0.6
2583,"""Today roughly half of born-again Christians aren’t voting. They’re staying home.""",0.4
2584,"A member of the redistricting commission proposed in Issue 2 ""could accept a bribe from somebody"" and ""couldn’t be removed from this commission.""",0.2
2585,"Says Colorado Democratic congressional candidate Morgan Carroll ""racked up $11 billion in new spending"" in the state Legislature.",0.4
2586,"Says Romney tax plan ""could take away middle-class deductions for child care, mortgages and college tuition.""",0.4
2587,"""The governor won this state with 49 percent. We had some of the closest races in the House in history. So you’re not dealing with this 70-30, like they want to make it.""",0.8
2588,"Some city of Atlanta employees ""have not had raises in eight years.""",0.2
2589,"Texas ""spent close to a third of its budget on Medicaid last year, a third of all state spending.""",0.8
2590,"""Every dollar we invested in high-quality, early education programs can save more than $7 later on by boosting graduation rates, reducing teen pregnancy, even reducing crime.""",0.6
2591,"Under Ted Cruz’s tax plan, ""businesses will now have to pay 16 percent on the money they make. They will also have to pay 16 percent on the money they pay their employees.""",0.8
2592,"""Ohioans want an end to pay-to-play politics.""",0.2
2593,"Says Mitt Romney's plan ""calls for a $5 trillion tax cut.""",0.6
2594,"""Every time the weight of that vehicle is reduced by a hundred pounds, your chances of dying are going to go up by about 5 percent. Peel three hundred pounds off – you’re 15 percent more likely to die in that car.""",0.4
2595,"""Ninety-five percent of Oregonians now have health insurance coverage, tens of thousands for the very first time.""",1.0
2596,Says the hospital listed on Barack Obama’s just-publicized long-form birth certificate denies the president was born there.,0.0
2597,"""The weight of the evidence (on global warming) is that most of it, maybe all of it, is because of natural causes ... it’s fair to say the science is in dispute.""",0.2
2598,"""I remember years ago looking at a CBO report that in 1964 predicted that Medicare would cost $9 billion 10 years later. And I think it was already over $100 billion at that point.""",0.2
2599,"By voting for Obamacare, Sen. Kay Hagan ""voted to kill the equivalent of 2.5 million jobs.""",0.4
2600,"""The average unemployed American has been out of work for almost 40 weeks.""",1.0
2601,"Steve Poizner ""increased his department's budget nearly 14 percent.""",0.2
2602,"Says Hillary Clinton ""gave up 20 percent of America's uranium supply to Russia.""",0.4
2603,"""President Obama and liberal former DNC Chairman Tim Kaine’s $787 billion stimulus failed to create jobs.""",0.2
2604,Says car insurance rates have decreased since about a decade ago because of market-based solutions that attracted more auto insurers to New Jersey.,1.0
2605,"""We spend more on our military than the next eight nations combined.""",0.8
2606,Says Gov. Rick Perry is “by far and away the highest-paid state employee on an hourly basis.”,0.0
2607,"When students leave our high schools and they go to the community college, 70-75 percent of them have to pay to take remedial math.",0.8
2608,President Obama has never received a paycheck from a profitmaking business in his entire life.,0.2
2609,"U.S. Rep. Jim Langevin  didn't want a border fence to block illegal immigration ""because he is  afraid that someone will get hurt trying to go around the fence.""",0.0
2610,"""The Green Bay Packers are a socialist organization.""",0.4
2611,"""Illegal immigration costs state taxpayers over $3 billion every year.""",0.2
2612,"During ""the recent global warming summit in Copenhagen, Nancy Pelosi and others stayed at a five-star hotel on a trip costing nearly $10,000 per person.""",1.0
2613,"Says Donald Trump ""proposes tax cuts, too -- $3 trillion for millionaires like himself and $2 trillion for corporations like his.""",0.8
2614,"Driving with a dog in your lap is dangerous, in part, because it could fly forward in a crash. ""An 80-pound dog at only 30 mph packs a 2,400-pound punch.""",0.6
2615,"Under Scott Walker, Wisconsin ""unemployment's up"" from 4.8% to 6.2%",0.0
2616,"""Let’s say (Republicans) take away half of our delegates. They’re worth more than Iowa’s, New Hampshire’s and almost South Carolina’s combined.""",0.6
2617,"""The Massachusetts Supreme Court...defined marriage as simply, quote, the establishment of intimacy ... I guess that would mean if you really had affection for your horse, I guess you could marry your horse.""",0.0
2618,"If you ""already have health insurance through your job, or Medicare, or Medicaid, or the VA, nothing in this plan will require you or your employer to change the coverage or the doctor you have.""",1.0
2619,"Says under Mitt Romney, ""Medicare could end as we know it, leaving Julia with nothing but a voucher to buy insurance, which means $6,350 extra per year for a similar plan.""",0.4
2620,"""The total (state) payroll has gone down. The total amount of the number of workers in the state has gone down. I like the fact that the bulk of that is just by retirements.""",0.6
2621,"""Since sequester began federal employment has been subtracting 6,000-7,000 jobs per month""",0.4
2622,"""I had five of my citizens that were killed last week"" because of border security problems.",0.6
2623,"The Republicans' alternative health care plan ""will still let insurers raise premiums four times faster than wages.""",0.2
2624,"After the oil spill, Congressman Adam Putnam ""doubled down saying all energy sources, including oil drilling in the Gulf, should be considered just days after the oil spill started.""",0.6
2625,"In 2008, ""33.2 percent of those who voted early on the last Sunday before Election Day were African-American, while 23.6 percent were Hispanic.""",1.0
2626,"Says Dan Patrick has ""called immigration into Texas an invasion"" and ""said immigrants coming into Texas bring ‘third-world diseases.’""",1.0
2627,"""Florida’s high school graduation rate falls well below the national average.""",1.0
2628,"The health care law imposes a federal mandate requiring middle-class Americans to buy health insurance ""whether they can afford it or not.""",0.4
2629,"Says Mitt Romney flip-flopped on supporting ""the president's Recovery Act.""",0.4
2630,"""A little-known unit of the Department of Justice, the Community Relations Service, was deployed to Sanford, FL, following the Trayvon Martin shooting to help organize and manage rallies and protests against George Zimmerman.""",0.4
2631,"U.S. Reps. Eric Cantor and Luis Gutierrez were ""touring the country last year … joined at the hip, working together in a bipartisan fashion indeed for the goal of immigration reform.""",0.0
2632,"Thomas Jefferson expressed ""strong support"" for a balanced budget amendment in 1798.",0.6
2633,"Solyndra ""had robots that whistled Disney songs. I'm not kidding.""",0.6
2634,"""We have the highest funding in (the) K-12 system in the history of the state.""",0.4
2635,"Says he’s ""taken an 8% pay decrease in each of the nine years he has been in office.""",0.6
2636,"""Only 536 Georgians are signed up for Obamacare while 400,000 in the state lost their health insurance.""",0.6
2637,On letting Occupy Atlanta protesters stay in Woodruff Park.,0.5
2638,"Obama says McCain went to Bermuda and ""pledged to protect tax breaks for American corporations that hide their profits offshore.""",0.8
2639,"""Hospitals, doctors, MRIs, surgeries and so forth are more extensively used and far more expensive in this country than they are in many other countries.''",0.8
2640,"Sen. Kay Bailey Hutchison's  ""concession speech came with less than 20 percent of the precincts  having been counted.”",0.8
2641,"""If Texas were a country our economy would rank # 10...in the WORLD.""",0.8
2642,"""Social Security doesn’t contribute a penny to the deficit.""",0.4
2643,"There was ""serious voter fraud"" in New Hampshire.",0.0
2644,"""If we don't spend money on a pier, then that money does wipe into the general funds of the city or the county, and if you send it to the county, you never see it again.""",0.6
2645,"""We actually have not required in this law that you carry health insurance.""",0.4
2646,"""Most people in New Hampshire want to raise the minimum wage. (State Rep. Marilinda) Garcia opposes it.""",0.8
2647,"""You (Hillary Clinton) get a subpoena, and after getting the subpoena you delete 33,000 emails.""",0.6
2648,"""There is no precedent for what the Democrats are doing with this deception. ... We have never written a reconciliation bill to amend a law that does not exist.""",0.6
2649,"The sequester has ""already lost 1.6 million jobs.""",0.2
2650,"Says in 1944 ""we were in debt more than twice as much as we are now.""",0.2
2651,"""New England already has access to ample supplies of natural gas.""",1.0
2652,"Late changes to the Arizona immigration law ""lay to rest questions over the possibility of racial profiling.""",0.4
2653,"In 2009, Democratic Wisconsin state senators ""rammed through a billion-dollar tax hike in 24 hours with no public input.""",1.0
2654,"When Roy Barnes was governor, ""Georgia created 235,000 jobs.""",0.6
2655,"Said Planned Parenthood’s early objective was to ""help kill black babies before they came into the world.""",0.0
2656,"""A report just came out that if we continue with President Obama's policies, we're looking at over 9 percent unemployment next year in the fourth quarter.""",0.2
2657,"""Under the Republican health care repeal proposal North Carolina faces the 2nd highest premium increase in the nation. North Carolina residents will face an average cost increase of over $7,500.""",0.6
