text,pagination,pagination-href,link_to_truth_page-src
"The Obama administration is ""proposing to mine another 10 billion tons of Wyoming coal, which would unleash three times more carbon pollution than Obama's Clean Power Plan would even save through 2030.""","","http://www.politifact.com/subjects/climate-change/statements/?page=3","http://static.politifact.com.s3.amazonaws.com/rulings/tom-mostlyfalse.png"
"""I believe we should have tax on carbon and deal aggressively with climate change. That is not (Hillary Clinton's) position.""","","http://www.politifact.com/subjects/climate-change/statements/?page=2","http://static.politifact.com.s3.amazonaws.com/rulings/tom-mostlytrue.png"
"""One of the reasons that Budweiser stayed in New Jersey is the money they got from RGGI to put solar on their roof to save on their energy costs.""","","http://www.politifact.com/subjects/climate-change/statements/?page=7","http://static.politifact.com.s3.amazonaws.com/rulings/tom-false.png"
"""There is not a single candidate in the Republican primary that thinks we should do anything about climate change.""","","http://www.politifact.com/subjects/climate-change/statements/?page=2","http://static.politifact.com.s3.amazonaws.com/rulings/tom-mostlytrue.png"
"Says Hillary Clinton and Tim Kaine ""want to shut down shale, and shut down natural gas.""","","","http://static.politifact.com.s3.amazonaws.com/rulings/tom-halftrue.png"
"""What (the Obama administration is) going to come out with in the next several months is you're not even going to be able to burn coal very limitedly in the existing plants.""","","http://www.politifact.com/subjects/climate-change/statements/?page=4","http://static.politifact.com.s3.amazonaws.com/rulings/tom-false.png"
"""One hundred and ninety-four countries signed the Paris Agreement to control greenhouse gases. Our own voluntary agreement to accomplish the same goal — the Under2  MOU — has 165 signatories, representing a billion people.""","","","http://static.politifact.com.s3.amazonaws.com/rulings/tom-mostlytrue.png"
"Says Charlie Crist rode on a jet that ""belongs to a serial polluter with a history of environmental violations fined nearly $2 million for polluting water.""","","http://www.politifact.com/subjects/climate-change/statements/?page=4","http://static.politifact.com.s3.amazonaws.com/rulings/tom-true.png"
"""Science has not shown greenhouse gases to be a problem.""","","http://www.politifact.com/subjects/climate-change/statements/?page=6","http://static.politifact.com.s3.amazonaws.com/rulings/tom-pantsonfire.gif"
"""Sen. George LeMieux voted to let oil companies off the hook and overturn pollution rules.""","","http://www.politifact.com/subjects/climate-change/statements/?page=8","http://static.politifact.com.s3.amazonaws.com/rulings/tom-halftrue.png"
"Cap and trade legislation ""was originally a Republican idea.""","","http://www.politifact.com/subjects/climate-change/statements/?page=4","http://static.politifact.com.s3.amazonaws.com/rulings/tom-mostlytrue.png"
"""January through November 2014, the year so far, were the hottest first 11 months of any year recorded.""","","http://www.politifact.com/subjects/climate-change/statements/?page=3","http://static.politifact.com.s3.amazonaws.com/rulings/tom-true.png"
"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""","","","http://static.politifact.com.s3.amazonaws.com/rulings/tom-mostlytrue.png"
"""I did not — I did not — I do not say that. I do not say that"" climate change is a hoax perpetrated by the Chinese.","","","http://static.politifact.com.s3.amazonaws.com/rulings/tom-mostlyfalse.png"
"Says Rick Scott took $200,000 in campaign contributions from a company that ""profited off pollution.""","","http://www.politifact.com/subjects/climate-change/statements/?page=4","http://static.politifact.com.s3.amazonaws.com/rulings/tom-halftrue.png"
"Tells David Cicilline, ""94 percent of the carbon emissions which you so want to get rid of are caused by nature.""","","http://www.politifact.com/subjects/climate-change/statements/?page=8","http://static.politifact.com.s3.amazonaws.com/rulings/tom-false.png"
"Says Lloyd Doggett voted for the health care, stimulus and cap-and-trade bills.","","http://www.politifact.com/subjects/climate-change/statements/?page=8","http://static.politifact.com.s3.amazonaws.com/rulings/tom-true.png"
"""The most recent survey of climate scientists said about 57 percent don’t agree with the idea that 95 percent of the change in the climate is caused by CO2.""","","http://www.politifact.com/subjects/climate-change/statements/?page=3","http://static.politifact.com.s3.amazonaws.com/rulings/tom-false.png"
"""When I was fighting against cap and trade, the speaker was sitting down with Nancy Pelosi on a sofa encouraging it.""","","http://www.politifact.com/subjects/climate-change/statements/?page=7","http://static.politifact.com.s3.amazonaws.com/rulings/tom-halftrue.png"
"Newt Gingrich ""teamed with Nancy Pelosi and Al Gore on global warming.""","","http://www.politifact.com/subjects/climate-change/statements/?page=7","http://static.politifact.com.s3.amazonaws.com/rulings/tom-true.png"
"Says that President Obama said in 2008 that his proposed greenhouse gas regulations ""will bankrupt"" anyone who wants to build a new coal-fired power plant.","","http://www.politifact.com/subjects/climate-change/statements/?page=8","http://static.politifact.com.s3.amazonaws.com/rulings/tom-mostlytrue.png"
"""Mike Morell testified and told Congress that the reason Obama has not bombed ISIS' oil fields is they're concerned about global warming.""","","http://www.politifact.com/subjects/climate-change/statements/?page=2","http://static.politifact.com.s3.amazonaws.com/rulings/tom-false.png"
"""The Congressional Budget Office -- supposedly non-partisan -- estimates that in just a few years the average cost to every family of four (from cap and trade) will be $6,800 per year.""","","http://www.politifact.com/subjects/climate-change/statements/?page=9","http://static.politifact.com.s3.amazonaws.com/rulings/tom-false.png"
"""Job losses are so certain under this new cap-and-tax plan that it includes a provision accommodating newly unemployed workers from the resulting dried-up energy sector, to the tune of $4.2 billion over eight years. So much for creating jobs.""","","http://www.politifact.com/subjects/climate-change/statements/?page=9","http://static.politifact.com.s3.amazonaws.com/rulings/tom-mostlytrue.png"
"New carbon regulations will increase electric bills by ""$17 billion every year"" and ""potentially put an average of 224,000 more people out of work every year.""","","http://www.politifact.com/subjects/climate-change/statements/?page=4","http://static.politifact.com.s3.amazonaws.com/rulings/tom-false.png"
"""Obama’s Clean Power Plan ... eliminates coal-fired power plants.""","","http://www.politifact.com/subjects/climate-change/statements/?page=3","http://static.politifact.com.s3.amazonaws.com/rulings/tom-mostlyfalse.png"
"North Carolina’s coast ""is possibly the best place in (the) U.S. for an offshore windfarm.""","","","http://static.politifact.com.s3.amazonaws.com/rulings/tom-mostlytrue.png"
"""There has been no net global warming for over a decade now.""","","http://www.politifact.com/subjects/climate-change/statements/?page=9","http://static.politifact.com.s3.amazonaws.com/rulings/tom-false.png"
"A government report shows that alternatives to the Keystone XL pipeline ""are worse"" for the environment.","","http://www.politifact.com/subjects/climate-change/statements/?page=5","http://static.politifact.com.s3.amazonaws.com/rulings/tom-halftrue.png"
"On a cap-and-trade plan.","","http://www.politifact.com/subjects/climate-change/statements/?page=9","http://static.politifact.com.s3.amazonaws.com/rulings/fom-fullFlop.png"
"Says Tom Steyer is a ""California billionaire who stands to profit by blocking Keystone"" and ""is spending big to help"" Bruce Braley.","","http://www.politifact.com/subjects/climate-change/statements/?page=4","http://static.politifact.com.s3.amazonaws.com/rulings/tom-mostlyfalse.png"
"""The White House removed its climate change web page. And the healthcare, civil rights and LGBT sections.""","","","http://static.politifact.com.s3.amazonaws.com/rulings/tom-mostlytrue.png"
"The Climatic Research Unit e-mails show that the science behind climate change ""has been pretty well debunked.""","","http://www.politifact.com/subjects/climate-change/statements/?page=9","http://static.politifact.com.s3.amazonaws.com/rulings/tom-false.png"
"Says Hillary Clinton ""negotiated the first agreement — ever — where China and India officially committed to reduce their emissions.""","","","http://static.politifact.com.s3.amazonaws.com/rulings/tom-halftrue.png"
"""I can tell you with certainty (cap and trade) would have a devastating impact on our economy.""","","http://www.politifact.com/subjects/climate-change/statements/?page=3","http://static.politifact.com.s3.amazonaws.com/rulings/tom-false.png"
"Commerce Secretary nominee John Bryson ""appears to endorse world government.""","","http://www.politifact.com/subjects/climate-change/statements/?page=7","http://static.politifact.com.s3.amazonaws.com/rulings/tom-false.png"
"In the past three years, ""we've added enough new oil and gas pipeline to circle the Earth and then some.""","","http://www.politifact.com/subjects/climate-change/statements/?page=7","http://static.politifact.com.s3.amazonaws.com/rulings/tom-true.png"
"""For every single scientist that tells you (global warming is) happening and that it's our fault...I can stack up another group of reports that say just the opposite.""","","http://www.politifact.com/subjects/climate-change/statements/?page=10","http://static.politifact.com.s3.amazonaws.com/rulings/tom-false.png"
"""...the earth moves closer to the sun every year – you know the rotation of the earth. We’re moving closer to the sun.""","","","http://static.politifact.com.s3.amazonaws.com/rulings/tom-false.png"
"Says Texas ranks first among the states in the amount of carbon dioxide emitted and toxic chemicals released into water.","","http://www.politifact.com/subjects/climate-change/statements/?page=6","http://static.politifact.com.s3.amazonaws.com/rulings/tom-halftrue.png"
"The American Power Act ""would cut our dependence on oil in half.""","","http://www.politifact.com/subjects/climate-change/statements/?page=8","http://static.politifact.com.s3.amazonaws.com/rulings/tom-halftrue.png"
"""Virtually no Republican"" in Washington accepts climate change science.","","http://www.politifact.com/subjects/climate-change/statements/?page=4","http://static.politifact.com.s3.amazonaws.com/rulings/tom-mostlytrue.png"
"""The Clean Power Plan is something that Sen. Sanders has said he would delay implementing.""","","http://www.politifact.com/subjects/climate-change/statements/?page=2","http://static.politifact.com.s3.amazonaws.com/rulings/tom-false.png"
"Says Ocean Spray is moving its Bordentown processing facility to Pennsylvania largely because of costs associated with the Regional Greenhouse Gas Initiative.","","http://www.politifact.com/subjects/climate-change/statements/?page=7","http://static.politifact.com.s3.amazonaws.com/rulings/tom-false.png"
"""Every major study that has been done by a legitimate group ... shows that there are hundreds of thousands of jobs to be created if you pass our (cap-and-trade) legislation. And if you wind up pricing carbon.""","","http://www.politifact.com/subjects/climate-change/statements/?page=8","http://static.politifact.com.s3.amazonaws.com/rulings/tom-false.png"
"""If the United States moves ahead by itself (on cap-and-trade)... after 30 or 40 years, we're going to reduce CO2 by less than 1 percent.""","","http://www.politifact.com/subjects/climate-change/statements/?page=9","http://static.politifact.com.s3.amazonaws.com/rulings/tom-halftrue.png"
"Says Hillary Clinton and millennials have the same positions on climate change, abortion rights, immigration reform, gay rights and college affordability. ""Donald Trump doesn't.""","","","http://static.politifact.com.s3.amazonaws.com/rulings/tom-mostlytrue.png"
